,Match_ID,team1,team2,season,date,venue,city,toss_winner,toss_decision,winner,Margin,Margin_Type,player_of_match
525,419143,Rajasthan Royals,Punjab Kings,2010,2010-04-07,Sawai Mansingh Stadium,Jaipur,Punjab Kings,bat,Rajasthan Royals,9,wickets,MJ Lumb
526,419144,Kolkata Knight Riders,Delhi Daredevils,2010,2010-04-07,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,Kolkata Knight Riders,14,runs,SC Ganguly
527,419145,Royal Challengers Bangalore,Deccan Chargers,2010,2010-04-08,M Chinnaswamy Stadium,Bangalore,Deccan Chargers,field,Deccan Chargers,7,wickets,TL Suman
528,419146,Punjab Kings,Mumbai Indians,2010,2010-04-09,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Mumbai Indians,bat,Punjab Kings,6,wickets,KC Sangakkara
529,419147,Deccan Chargers,Chennai Super Kings,2010,2010-04-10,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Chennai Super Kings,bat,Deccan Chargers,6,wickets,RJ Harris
530,419148,Royal Challengers Bangalore,Kolkata Knight Riders,2010,2010-04-10,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,7,wickets,R Vinay Kumar
531,419149,Delhi Daredevils,Punjab Kings,2010,2010-04-11,Arun Jaitley Stadium,Delhi,Delhi Daredevils,bat,Punjab Kings,7,wickets,PP Chawla
532,419150,Rajasthan Royals,Mumbai Indians,2010,2010-04-11,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,Mumbai Indians,37,runs,SR Tendulkar
533,419151,Deccan Chargers,Royal Challengers Bangalore,2010,2010-04-12,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Royal Challengers Bangalore,field,Deccan Chargers,13,runs,Harmeet Singh
534,419152,Mumbai Indians,Delhi Daredevils,2010,2010-04-13,Brabourne Stadium,Mumbai,Mumbai Indians,bat,Mumbai Indians,39,runs,KA Pollard
535,419153,Chennai Super Kings,Kolkata Knight Riders,2010,2010-04-13,MA Chidambaram Stadium,Chennai,Kolkata Knight Riders,bat,Chennai Super Kings,9,wickets,R Ashwin
536,419154,Rajasthan Royals,Royal Challengers Bangalore,2010,2010-04-14,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,bat,Royal Challengers Bangalore,5,wickets,KP Pietersen
537,419155,Chennai Super Kings,Delhi Daredevils,2010,2010-04-15,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Delhi Daredevils,6,wickets,G Gambhir
538,419156,Punjab Kings,Deccan Chargers,2010,2010-04-16,Himachal Pradesh Cricket Association Stadium,Dharamsala,Deccan Chargers,field,Deccan Chargers,5,wickets,RG Sharma
539,419157,Royal Challengers Bangalore,Mumbai Indians,2010,2010-04-17,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,57,runs,R McLaren
540,419158,Kolkata Knight Riders,Rajasthan Royals,2010,2010-04-17,Eden Gardens,Kolkata,Rajasthan Royals,bat,Kolkata Knight Riders,8,wickets,JD Unadkat
541,419159,Punjab Kings,Chennai Super Kings,2010,2010-04-18,Himachal Pradesh Cricket Association Stadium,Dharamsala,Chennai Super Kings,field,Chennai Super Kings,6,wickets,MS Dhoni
542,419160,Delhi Daredevils,Deccan Chargers,2010,2010-04-18,Arun Jaitley Stadium,Delhi,Deccan Chargers,bat,Deccan Chargers,11,runs,A Symonds
543,419161,Kolkata Knight Riders,Mumbai Indians,2010,2010-04-19,Eden Gardens,Kolkata,Mumbai Indians,bat,Kolkata Knight Riders,9,wickets,M Kartik
544,419162,Royal Challengers Bangalore,Mumbai Indians,2010,2010-04-21,Dr DY Patil Sports Academy,Mumbai,Mumbai Indians,bat,Mumbai Indians,35,runs,KA Pollard
545,419163,Chennai Super Kings,Deccan Chargers,2010,2010-04-22,Dr DY Patil Sports Academy,Mumbai,Chennai Super Kings,bat,Chennai Super Kings,38,runs,DE Bollinger
546,419164,Royal Challengers Bangalore,Deccan Chargers,2010,2010-04-24,Dr DY Patil Sports Academy,Mumbai,Deccan Chargers,bat,Royal Challengers Bangalore,9,wickets,A Kumble
547,419165,Chennai Super Kings,Mumbai Indians,2010,2010-04-25,Dr DY Patil Sports Academy,Mumbai,Chennai Super Kings,bat,Chennai Super Kings,22,runs,SK Raina
548,501198,Chennai Super Kings,Kolkata Knight Riders,2011,2011-04-08,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Chennai Super Kings,2,runs,S Anirudha
549,501199,Deccan Chargers,Rajasthan Royals,2011,2011-04-09,Rajiv Gandhi International Stadium,Hyderabad,Rajasthan Royals,field,Rajasthan Royals,8,wickets,SK Trivedi
550,501200,Kochi Tuskers Kerala,Royal Challengers Bangalore,2011,2011-04-09,Nehru Stadium,Kochi,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,6,wickets,AB de Villiers
551,501201,Delhi Daredevils,Mumbai Indians,2011,2011-04-10,Arun Jaitley Stadium,Delhi,Delhi Daredevils,bat,Mumbai Indians,8,wickets,SL Malinga
552,501202,Pune Warriors,Punjab Kings,2011,2011-04-10,Dr DY Patil Sports Academy,Mumbai,Punjab Kings,bat,Pune Warriors,7,wickets,SB Wagh
553,501203,Kolkata Knight Riders,Deccan Chargers,2011,2011-04-11,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,Kolkata Knight Riders,9,runs,JH Kallis
554,501204,Rajasthan Royals,Delhi Daredevils,2011,2011-04-12,Sawai Mansingh Stadium,Jaipur,Delhi Daredevils,bat,Rajasthan Royals,6,wickets,SK Warne
555,501205,Royal Challengers Bangalore,Mumbai Indians,2011,2011-04-12,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,field,Mumbai Indians,9,wickets,SR Tendulkar
556,501206,Punjab Kings,Chennai Super Kings,2011,2011-04-13,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,field,Punjab Kings,6,wickets,PC Valthaty
557,501207,Pune Warriors,Kochi Tuskers Kerala,2011,2011-04-13,Dr DY Patil Sports Academy,Mumbai,Kochi Tuskers Kerala,bat,Pune Warriors,4,wickets,MD Mishra
558,501208,Deccan Chargers,Royal Challengers Bangalore,2011,2011-04-14,Rajiv Gandhi International Stadium,Hyderabad,Royal Challengers Bangalore,field,Deccan Chargers,33,runs,DW Steyn
559,501209,Rajasthan Royals,Kolkata Knight Riders,2011,2011-04-15,Sawai Mansingh Stadium,Jaipur,Kolkata Knight Riders,field,Kolkata Knight Riders,9,wickets,G Gambhir
560,501210,Mumbai Indians,Kochi Tuskers Kerala,2011,2011-04-15,Wankhede Stadium,Mumbai,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,8,wickets,BB McCullum
561,501211,Chennai Super Kings,Royal Challengers Bangalore,2011,2011-04-16,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Chennai Super Kings,21,runs,MEK Hussey
562,501212,Deccan Chargers,Punjab Kings,2011,2011-04-16,Rajiv Gandhi International Stadium,Hyderabad,Punjab Kings,field,Punjab Kings,8,wickets,PC Valthaty
563,501213,Pune Warriors,Delhi Daredevils,2011,2011-04-17,Dr DY Patil Sports Academy,Mumbai,Delhi Daredevils,field,Delhi Daredevils,3,wickets,Yuvraj Singh
564,501214,Kolkata Knight Riders,Rajasthan Royals,2011,2011-04-17,Eden Gardens,Kolkata,Kolkata Knight Riders,field,Kolkata Knight Riders,8,wickets,L Balaji
565,501215,Kochi Tuskers Kerala,Chennai Super Kings,2011,2011-04-18,Nehru Stadium,Kochi,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,7,wickets,BB McCullum
566,501216,Delhi Daredevils,Deccan Chargers,2011,2011-04-19,Arun Jaitley Stadium,Delhi,Deccan Chargers,bat,Deccan Chargers,16,runs,S Sohal
567,501218,Mumbai Indians,Pune Warriors,2011,2011-04-20,Wankhede Stadium,Mumbai,Pune Warriors,bat,Mumbai Indians,7,wickets,MM Patel
568,501219,Kolkata Knight Riders,Kochi Tuskers Kerala,2011,2011-04-20,Eden Gardens,Kolkata,Kolkata Knight Riders,field,Kochi Tuskers Kerala,6,runs,DPMD Jayawardene
569,501220,Punjab Kings,Rajasthan Royals,2011,2011-04-21,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Rajasthan Royals,field,Punjab Kings,48,runs,SE Marsh
570,501221,Mumbai Indians,Chennai Super Kings,2011,2011-04-22,Wankhede Stadium,Mumbai,Chennai Super Kings,field,Mumbai Indians,8,runs,Harbhajan Singh
571,501222,Kolkata Knight Riders,Royal Challengers Bangalore,2011,2011-04-22,Eden Gardens,Kolkata,Royal Challengers Bangalore,field,Royal Challengers Bangalore,9,wickets,CH Gayle
572,501223,Delhi Daredevils,Punjab Kings,2011,2011-04-23,Arun Jaitley Stadium,Delhi,Punjab Kings,field,Delhi Daredevils,29,runs,DA Warner
573,501224,Deccan Chargers,Mumbai Indians,2011,2011-04-24,Rajiv Gandhi International Stadium,Hyderabad,Deccan Chargers,field,Mumbai Indians,37,runs,SL Malinga
574,501225,Rajasthan Royals,Kochi Tuskers Kerala,2011,2011-04-24,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,Rajasthan Royals,8,wickets,SK Warne
575,501226,Chennai Super Kings,Pune Warriors,2011,2011-04-25,MA Chidambaram Stadium,Chennai,Pune Warriors,field,Chennai Super Kings,25,runs,MEK Hussey
576,501227,Delhi Daredevils,Royal Challengers Bangalore,2011,2011-04-26,Arun Jaitley Stadium,Delhi,Royal Challengers Bangalore,field,Royal Challengers Bangalore,3,wickets,V Kohli
577,501228,Pune Warriors,Chennai Super Kings,2011,2011-04-27,Dr DY Patil Sports Academy,Mumbai,Pune Warriors,bat,Chennai Super Kings,8,wickets,DE Bollinger
578,501229,Kochi Tuskers Kerala,Deccan Chargers,2011,2011-04-27,Nehru Stadium,Kochi,Kochi Tuskers Kerala,field,Deccan Chargers,55,runs,I Sharma
579,501230,Delhi Daredevils,Kolkata Knight Riders,2011,2011-04-28,Arun Jaitley Stadium,Delhi,Delhi Daredevils,field,Kolkata Knight Riders,17,runs,MK Tiwary
580,501231,Rajasthan Royals,Mumbai Indians,2011,2011-04-29,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,Rajasthan Royals,7,wickets,J Botha
581,501232,Royal Challengers Bangalore,Pune Warriors,2011,2011-04-29,M Chinnaswamy Stadium,Bangalore,Pune Warriors,field,Royal Challengers Bangalore,26,runs,V Kohli
582,501233,Kochi Tuskers Kerala,Delhi Daredevils,2011,2011-04-30,Nehru Stadium,Kochi,Delhi Daredevils,bat,Delhi Daredevils,38,runs,V Sehwag
583,501234,Kolkata Knight Riders,Punjab Kings,2011,2011-04-30,Eden Gardens,Kolkata,Kolkata Knight Riders,field,Kolkata Knight Riders,8,wickets,Iqbal Abdulla
584,501235,Rajasthan Royals,Pune Warriors,2011,2011-05-01,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,Rajasthan Royals,6,wickets,LRPL Taylor
585,501236,Chennai Super Kings,Deccan Chargers,2011,2011-05-01,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Chennai Super Kings,19,runs,JA Morkel
586,501237,Mumbai Indians,Punjab Kings,2011,2011-05-02,Wankhede Stadium,Mumbai,Punjab Kings,field,Mumbai Indians,23,runs,KA Pollard
587,501238,Delhi Daredevils,Kochi Tuskers Kerala,2011,2011-05-02,Arun Jaitley Stadium,Delhi,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,7,wickets,P Parameswaran
588,501239,Deccan Chargers,Kolkata Knight Riders,2011,2011-05-03,Rajiv Gandhi International Stadium,Hyderabad,Deccan Chargers,field,Kolkata Knight Riders,20,runs,YK Pathan
589,501240,Chennai Super Kings,Rajasthan Royals,2011,2011-05-04,MA Chidambaram Stadium,Chennai,Rajasthan Royals,bat,Chennai Super Kings,8,wickets,MEK Hussey
590,501241,Pune Warriors,Mumbai Indians,2011,2011-05-04,Dr DY Patil Sports Academy,Mumbai,Pune Warriors,field,Mumbai Indians,21,runs,R Sharma
591,501242,Kochi Tuskers Kerala,Kolkata Knight Riders,2011,2011-05-05,Nehru Stadium,Kochi,Kolkata Knight Riders,field,Kochi Tuskers Kerala,17,runs,BJ Hodge
592,501243,Deccan Chargers,Delhi Daredevils,2011,2011-05-05,Rajiv Gandhi International Stadium,Hyderabad,Delhi Daredevils,field,Delhi Daredevils,4,wickets,V Sehwag
593,501244,Royal Challengers Bangalore,Punjab Kings,2011,2011-05-06,M Chinnaswamy Stadium,Bangalore,Punjab Kings,field,Royal Challengers Bangalore,85,runs,CH Gayle
594,501245,Kolkata Knight Riders,Chennai Super Kings,2011,2011-05-07,Eden Gardens,Kolkata,Chennai Super Kings,bat,Kolkata Knight Riders,10,runs,Iqbal Abdulla
595,501246,Mumbai Indians,Delhi Daredevils,2011,2011-05-07,Wankhede Stadium,Mumbai,Delhi Daredevils,field,Mumbai Indians,32,runs,AT Rayudu
596,501247,Royal Challengers Bangalore,Kochi Tuskers Kerala,2011,2011-05-08,M Chinnaswamy Stadium,Bangalore,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,9,wickets,CH Gayle
597,501248,Punjab Kings,Pune Warriors,2011,2011-05-08,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,bat,Pune Warriors,5,wickets,R Sharma
598,501249,Rajasthan Royals,Chennai Super Kings,2011,2011-05-09,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,Chennai Super Kings,63,runs,M Vijay
599,501250,Deccan Chargers,Pune Warriors,2011,2011-05-10,Rajiv Gandhi International Stadium,Hyderabad,Deccan Chargers,bat,Pune Warriors,6,wickets,MR Marsh
600,501251,Punjab Kings,Mumbai Indians,2011,2011-05-10,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Mumbai Indians,field,Punjab Kings,76,runs,BA Bhatt
601,501252,Rajasthan Royals,Royal Challengers Bangalore,2011,2011-05-11,Sawai Mansingh Stadium,Jaipur,Royal Challengers Bangalore,field,Royal Challengers Bangalore,9,wickets,S Aravind
602,501253,Chennai Super Kings,Delhi Daredevils,2011,2011-05-12,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Chennai Super Kings,18,runs,MS Dhoni
603,501254,Kochi Tuskers Kerala,Punjab Kings,2011,2011-05-13,Holkar Cricket Stadium,Indore,Punjab Kings,field,Punjab Kings,6,wickets,KD Karthik
604,501255,Royal Challengers Bangalore,Kolkata Knight Riders,2011,2011-05-14,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,4,wickets,CH Gayle
605,501256,Mumbai Indians,Deccan Chargers,2011,2011-05-14,Wankhede Stadium,Mumbai,Deccan Chargers,bat,Deccan Chargers,10,runs,A Mishra
606,501257,Punjab Kings,Delhi Daredevils,2011,2011-05-15,Himachal Pradesh Cricket Association Stadium,Dharamsala,Delhi Daredevils,field,Punjab Kings,29,runs,PP Chawla
607,501258,Kochi Tuskers Kerala,Rajasthan Royals,2011,2011-05-15,Holkar Cricket Stadium,Indore,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,8,wickets,BJ Hodge
608,501259,Pune Warriors,Deccan Chargers,2011,2011-05-16,Dr DY Patil Sports Academy,Mumbai,Deccan Chargers,field,Deccan Chargers,6,wickets,A Mishra
609,501260,Punjab Kings,Royal Challengers Bangalore,2011,2011-05-17,Himachal Pradesh Cricket Association Stadium,Dharamsala,Punjab Kings,bat,Punjab Kings,111,runs,AC Gilchrist
610,501261,Chennai Super Kings,Kochi Tuskers Kerala,2011,2011-05-18,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Chennai Super Kings,11,runs,WP Saha
611,501262,Pune Warriors,Kolkata Knight Riders,2011,2011-05-19,Dr DY Patil Sports Academy,Mumbai,Kolkata Knight Riders,field,Kolkata Knight Riders,7,wickets,YK Pathan
612,501263,Mumbai Indians,Rajasthan Royals,2011,2011-05-20,Wankhede Stadium,Mumbai,Mumbai Indians,bat,Rajasthan Royals,10,wickets,SR Watson
613,501264,Punjab Kings,Deccan Chargers,2011,2011-05-21,Himachal Pradesh Cricket Association Stadium,Dharamsala,Punjab Kings,field,Deccan Chargers,82,runs,S Dhawan
614,501265,Delhi Daredevils,Pune Warriors,2011,2011-05-21,Arun Jaitley Stadium,Delhi,Delhi Daredevils,bat,,0,Tie,
615,501266,Royal Challengers Bangalore,Chennai Super Kings,2011,2011-05-22,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,8,wickets,CH Gayle
616,501267,Kolkata Knight Riders,Mumbai Indians,2011,2011-05-22,Eden Gardens,Kolkata,Mumbai Indians,field,Mumbai Indians,5,wickets,JEC Franklin
617,501268,Royal Challengers Bangalore,Chennai Super Kings,2011,2011-05-24,Wankhede Stadium,Mumbai,Chennai Super Kings,field,Chennai Super Kings,6,wickets,SK Raina
618,501269,Mumbai Indians,Kolkata Knight Riders,2011,2011-05-25,Wankhede Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,4,wickets,MM Patel
619,501270,Royal Challengers Bangalore,Mumbai Indians,2011,2011-05-27,MA Chidambaram Stadium,Chennai,Mumbai Indians,field,Royal Challengers Bangalore,43,runs,CH Gayle
620,501271,Chennai Super Kings,Royal Challengers Bangalore,2011,2011-05-28,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Chennai Super Kings,58,runs,M Vijay
621,548306,Chennai Super Kings,Mumbai Indians,2012,2012-04-04,MA Chidambaram Stadium,Chennai,Mumbai Indians,field,Mumbai Indians,8,wickets,RE Levi
622,548307,Kolkata Knight Riders,Delhi Daredevils,2012,2012-04-05,Eden Gardens,Kolkata,Delhi Daredevils,field,Delhi Daredevils,8,wickets,IK Pathan
623,548308,Mumbai Indians,Pune Warriors,2012,2012-04-06,Wankhede Stadium,Mumbai,Mumbai Indians,field,Pune Warriors,28,runs,SPD Smith
624,548309,Rajasthan Royals,Punjab Kings,2012,2012-04-06,Sawai Mansingh Stadium,Jaipur,Punjab Kings,field,Rajasthan Royals,31,runs,AM Rahane
625,548310,Royal Challengers Bangalore,Delhi Daredevils,2012,2012-04-07,M Chinnaswamy Stadium,Bangalore,Delhi Daredevils,field,Royal Challengers Bangalore,20,runs,AB de Villiers
626,548311,Deccan Chargers,Chennai Super Kings,2012,2012-04-07,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Deccan Chargers,field,Chennai Super Kings,74,runs,RA Jadeja
627,548312,Rajasthan Royals,Kolkata Knight Riders,2012,2012-04-08,Sawai Mansingh Stadium,Jaipur,Kolkata Knight Riders,field,Rajasthan Royals,22,runs,BJ Hodge
628,548313,Pune Warriors,Punjab Kings,2012,2012-04-08,Maharashtra Cricket Association Stadium,Pune,Pune Warriors,bat,Pune Warriors,22,runs,MN Samuels
629,548314,Deccan Chargers,Mumbai Indians,2012,2012-04-09,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,Deccan Chargers,bat,Mumbai Indians,5,wickets,RG Sharma
630,548315,Royal Challengers Bangalore,Kolkata Knight Riders,2012,2012-04-10,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,42,runs,L Balaji
631,548316,Delhi Daredevils,Chennai Super Kings,2012,2012-04-10,Arun Jaitley Stadium,Delhi,Delhi Daredevils,field,Delhi Daredevils,8,wickets,M Morkel
632,548317,Mumbai Indians,Rajasthan Royals,2012,2012-04-11,Wankhede Stadium,Mumbai,Rajasthan Royals,field,Mumbai Indians,27,runs,KA Pollard
633,548318,Chennai Super Kings,Royal Challengers Bangalore,2012,2012-04-12,MA Chidambaram Stadium,Chennai,Royal Challengers Bangalore,bat,Chennai Super Kings,5,wickets,F du Plessis
634,548319,Punjab Kings,Pune Warriors,2012,2012-04-12,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,field,Punjab Kings,7,wickets,AD Mascarenhas
635,548320,Kolkata Knight Riders,Rajasthan Royals,2012,2012-04-13,Eden Gardens,Kolkata,Rajasthan Royals,bat,Kolkata Knight Riders,5,wickets,Shakib Al Hasan
636,548321,Delhi Daredevils,Deccan Chargers,2012,2012-04-19,Arun Jaitley Stadium,Delhi,Deccan Chargers,bat,Delhi Daredevils,5,wickets,KP Pietersen
637,548322,Pune Warriors,Chennai Super Kings,2012,2012-04-14,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,bat,Pune Warriors,7,wickets,JD Ryder
638,548323,Kolkata Knight Riders,Punjab Kings,2012,2012-04-15,Eden Gardens,Kolkata,Kolkata Knight Riders,field,Punjab Kings,2,runs,SP Narine
639,548324,Royal Challengers Bangalore,Rajasthan Royals,2012,2012-04-15,M Chinnaswamy Stadium,Bangalore,Rajasthan Royals,bat,Rajasthan Royals,59,runs,AM Rahane
640,548325,Mumbai Indians,Delhi Daredevils,2012,2012-04-16,Wankhede Stadium,Mumbai,Delhi Daredevils,field,Delhi Daredevils,7,wickets,S Nadeem
641,548326,Rajasthan Royals,Deccan Chargers,2012,2012-04-17,Sawai Mansingh Stadium,Jaipur,Deccan Chargers,bat,Rajasthan Royals,5,wickets,BJ Hodge
642,548327,Royal Challengers Bangalore,Pune Warriors,2012,2012-04-17,M Chinnaswamy Stadium,Bangalore,Pune Warriors,bat,Royal Challengers Bangalore,6,wickets,CH Gayle
643,548328,Punjab Kings,Kolkata Knight Riders,2012,2012-04-18,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,bat,Kolkata Knight Riders,8,wickets,G Gambhir
644,548329,Deccan Chargers,Delhi Daredevils,2012,2012-05-10,Rajiv Gandhi International Stadium,Hyderabad,Deccan Chargers,bat,Delhi Daredevils,9,wickets,DA Warner
645,548330,Chennai Super Kings,Pune Warriors,2012,2012-04-19,MA Chidambaram Stadium,Chennai,Pune Warriors,field,Chennai Super Kings,13,runs,KMDN Kulasekara
646,548331,Punjab Kings,Royal Challengers Bangalore,2012,2012-04-20,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Royal Challengers Bangalore,field,Royal Challengers Bangalore,5,wickets,CH Gayle
647,548332,Chennai Super Kings,Rajasthan Royals,2012,2012-04-21,MA Chidambaram Stadium,Chennai,Rajasthan Royals,bat,Chennai Super Kings,7,wickets,F du Plessis
648,548333,Delhi Daredevils,Pune Warriors,2012,2012-04-21,Arun Jaitley Stadium,Delhi,Delhi Daredevils,field,Pune Warriors,20,runs,SC Ganguly
649,548334,Mumbai Indians,Punjab Kings,2012,2012-04-22,Wankhede Stadium,Mumbai,Mumbai Indians,bat,Punjab Kings,6,wickets,SE Marsh
650,548335,Deccan Chargers,Kolkata Knight Riders,2012,2012-04-22,Barabati Stadium,Cuttack,Kolkata Knight Riders,field,Kolkata Knight Riders,5,wickets,B Lee
651,548336,Rajasthan Royals,Royal Challengers Bangalore,2012,2012-04-23,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,field,Royal Challengers Bangalore,46,runs,AB de Villiers
652,548337,Pune Warriors,Delhi Daredevils,2012,2012-04-24,Maharashtra Cricket Association Stadium,Pune,Pune Warriors,bat,Delhi Daredevils,8,wickets,V Sehwag
653,548339,Punjab Kings,Mumbai Indians,2012,2012-04-25,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Punjab Kings,bat,Mumbai Indians,4,wickets,AT Rayudu
654,548341,Pune Warriors,Deccan Chargers,2012,2012-04-26,Maharashtra Cricket Association Stadium,Pune,Deccan Chargers,bat,Deccan Chargers,18,runs,CL White
655,548342,Delhi Daredevils,Mumbai Indians,2012,2012-04-27,Arun Jaitley Stadium,Delhi,Mumbai Indians,field,Delhi Daredevils,37,runs,V Sehwag
656,548343,Chennai Super Kings,Punjab Kings,2012,2012-04-28,MA Chidambaram Stadium,Chennai,Punjab Kings,bat,Punjab Kings,7,runs,Mandeep Singh
657,548344,Kolkata Knight Riders,Royal Challengers Bangalore,2012,2012-04-28,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,Kolkata Knight Riders,47,runs,G Gambhir
658,548345,Delhi Daredevils,Rajasthan Royals,2012,2012-04-29,Arun Jaitley Stadium,Delhi,Delhi Daredevils,bat,Delhi Daredevils,1,runs,V Sehwag
659,548346,Mumbai Indians,Deccan Chargers,2012,2012-04-29,Wankhede Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,5,wickets,DW Steyn
660,548347,Chennai Super Kings,Kolkata Knight Riders,2012,2012-04-30,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Kolkata Knight Riders,5,wickets,G Gambhir
661,548348,Deccan Chargers,Pune Warriors,2012,2012-05-01,Barabati Stadium,Cuttack,Deccan Chargers,bat,Deccan Chargers,13,runs,KC Sangakkara
662,548349,Rajasthan Royals,Delhi Daredevils,2012,2012-05-01,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,bat,Delhi Daredevils,6,wickets,P Negi
663,548350,Royal Challengers Bangalore,Punjab Kings,2012,2012-05-02,M Chinnaswamy Stadium,Bangalore,Punjab Kings,field,Punjab Kings,4,wickets,Azhar Mahmood
664,548351,Pune Warriors,Mumbai Indians,2012,2012-05-03,Maharashtra Cricket Association Stadium,Pune,Mumbai Indians,bat,Mumbai Indians,1,runs,SL Malinga
665,548352,Chennai Super Kings,Deccan Chargers,2012,2012-05-04,MA Chidambaram Stadium,Chennai,Chennai Super Kings,bat,Chennai Super Kings,10,runs,SK Raina
666,548353,Kolkata Knight Riders,Pune Warriors,2012,2012-05-05,Eden Gardens,Kolkata,Kolkata Knight Riders,bat,Kolkata Knight Riders,7,runs,SP Narine
667,548354,Punjab Kings,Rajasthan Royals,2012,2012-05-05,Punjab Cricket Association IS Bindra Stadium,Chandigarh,Rajasthan Royals,bat,Rajasthan Royals,43,runs,SR Watson
668,548355,Mumbai Indians,Chennai Super Kings,2012,2012-05-06,Wankhede Stadium,Mumbai,Mumbai Indians,field,Mumbai Indians,2,wickets,DR Smith
669,548356,Royal Challengers Bangalore,Deccan Chargers,2012,2012-05-06,M Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,5,wickets,AB de Villiers
670,548357,Delhi Daredevils,Kolkata Knight Riders,2012,2012-05-07,Arun Jaitley Stadium,Delhi,Delhi Daredevils,bat,Kolkata Knight Riders,6,wickets,JH Kallis
671,548358,Pune Warriors,Rajasthan Royals,2012,2012-05-08,Maharashtra Cricket Association Stadium,Pune,Pune Warriors,bat,Rajasthan Royals,7,wickets,SR Watson
672,548359,Deccan Chargers,Punjab Kings,2012,2012-05-08,Rajiv Gandhi International Stadium,Hyderabad,Deccan Chargers,field,Punjab Kings,25,runs,Mandeep Singh
673,548360,Mumbai Indians,Royal Challengers Bangalore,2012,2012-05-09,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,field,Royal Challengers Bangalore,9,wickets,CH Gayle
674,548361,Rajasthan Royals,Chennai Super Kings,2012,2012-05-10,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,field,Chennai Super Kings,4,wickets,BW Hilfenhaus
675,548362,Pune Warriors,Royal Challengers Bangalore,2012,2012-05-11,Maharashtra Cricket Association Stadium,Pune,Pune Warriors,field,Royal Challengers Bangalore,35,runs,CH Gayle
676,548363,Kolkata Knight Riders,Mumbai Indians,2012,2012-05-12,Eden Gardens,Kolkata,Mumbai Indians,bat,Mumbai Indians,27,runs,RG Sharma
677,548364,Chennai Super Kings,Delhi Daredevils,2012,2012-05-12,MA Chidambaram Stadium,Chennai,Chennai Super Kings,field,Chennai Super Kings,9,wickets,BW Hilfenhaus
678,548365,Rajasthan Royals,Pune Warriors,2012,2012-05-13,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,bat,Rajasthan Royals,45,runs,A Chandila
